mass, year, reclat, reclong
2.1, 1994, -84.000000, 168.000000
9.6, 1994, -84.000000, 168.000000
1.6, 1994, -84.000000, 168.000000
1.8, 1994, -84.000000, 168.000000
16.8, 1994, -84.000000, 168.000000
12.4, 1994, -84.000000, 168.000000
3.3, 1994, -84.000000, 168.000000
18.600000000000001, 1994, -84.000000, 168.000000
10.7, 1994, -84.000000, 168.000000
5.6, 1994, -84.000000, 168.000000
3.5, 1994, -84.000000, 168.000000
2.7, 1994, -84.000000, 168.000000
1.9, 1994, -84.000000, 168.000000
9.5, 1994, -84.000000, 168.000000
3, 1994, -84.000000, 168.000000
15.9, 1994, -84.000000, 168.000000
7.2, 1994, -84.000000, 168.000000
11, 1994, -84.000000, 168.000000
3.6, 1994, -84.000000, 168.000000
14.3, 1994, -84.000000, 168.000000
2.1, 1994, -84.000000, 168.000000
2.1, 1994, -84.000000, 168.000000
4.7, 1994, -84.000000, 168.000000
2.2, 1994, -84.000000, 168.000000
118.8, 1994, -84.000000, 168.000000
30.1, 1994, -84.000000, 168.000000
128.19999999999999, 1994, -84.000000, 168.000000
21.8, 1994, -84.000000, 168.000000
71, 1994, -84.000000, 168.000000
141.1, 1994, -84.000000, 168.000000
39.5, 1994, -84.000000, 168.000000
5.9, 1994, -84.000000, 168.000000
16.600000000000001, 1994, -84.000000, 168.000000
17.399999999999999, 1994, -84.000000, 168.000000
2.9, 1994, -84.000000, 168.000000
2.8, 1994, -84.000000, 168.000000
2.8, 1994, -84.000000, 168.000000
14.8, 1994, -84.000000, 168.000000
14.8, 1994, -84.000000, 168.000000
14.9, 1994, -84.000000, 168.000000
14.9, 1994, -84.000000, 168.000000
1, 1994, -84.000000, 168.000000
7.4, 1994, -84.000000, 168.000000
2.4, 1994, -84.000000, 168.000000
11.2, 1994, -84.000000, 168.000000
1.1, 1994, -84.000000, 168.000000
1.1, 1994, -84.000000, 168.000000
2.4, 1994, -84.000000, 168.000000
34.5, 1994, -84.000000, 168.000000
1.3, 1994, -84.000000, 168.000000
17.899999999999999, 1994, -84.000000, 168.000000
5.7, 1994, -84.000000, 168.000000
5.7, 1994, -84.000000, 168.000000
11.2, 1994, -84.000000, 168.000000
1.6, 1994, -84.000000, 168.000000
2.8, 1994, -84.000000, 168.000000
2.9, 1994, -84.000000, 168.000000
22.5, 1994, -84.000000, 168.000000
23.6, 1994, -84.000000, 168.000000
1.2, 1994, -84.000000, 168.000000
6.7, 1994, -84.000000, 168.000000
1.5, 1994, -84.000000, 168.000000
28.8, 1994, -84.000000, 168.000000
3, 1994, -84.000000, 168.000000
1.8, 1994, -84.000000, 168.000000
3.7, 1994, -84.000000, 168.000000
38.299999999999997, 1994, -84.000000, 168.000000
21.3, 1994, -84.000000, 168.000000
3, 1994, -84.000000, 168.000000
5.3, 1994, -84.000000, 168.000000
5.3, 1994, -84.000000, 168.000000
27.1, 1994, -84.000000, 168.000000
5, 1994, -84.000000, 168.000000
7.3, 1994, -84.000000, 168.000000
1.3, 1994, -84.000000, 168.000000
5.8, 1994, -84.000000, 168.000000
23.6, 1994, -84.000000, 168.000000
4.7, 1994, -84.000000, 168.000000
47, 1994, -84.000000, 168.000000
22.6, 1994, -84.000000, 168.000000
17.399999999999999, 1994, -84.000000, 168.000000
17.399999999999999, 1994, -84.000000, 168.000000
4.4, 1994, -84.000000, 168.000000
32.1, 1994, -84.000000, 168.000000
1.1, 1994, -84.000000, 168.000000
3.3, 1994, -84.000000, 168.000000
18.3, 1994, -84.000000, 168.000000
2358.3000000000002, 1997, -84.000000, 168.000000
1384.3, 1997, -84.000000, 168.000000
1384.3, 1997, -84.000000, 168.000000
13.9, 1997, -84.000000, 168.000000
13.9, 1997, -84.000000, 168.000000
4057.5, 1997, -84.000000, 168.000000
508, 1997, -84.000000, 168.000000
452.6, 1997, -84.000000, 168.000000
377.3, 1997, -84.000000, 168.000000
430.9, 1997, -84.000000, 168.000000
402.7, 1997, -84.000000, 168.000000
1272.5, 1997, -84.000000, 168.000000
706, 1997, -84.000000, 168.000000
142.30000000000001, 1997, -84.000000, 168.000000
101.4, 1997, -84.000000, 168.000000
488.9, 1997, -84.000000, 168.000000
305.89999999999998, 1997, -84.000000, 168.000000
2883.9, 1997, -84.000000, 168.000000
236.6, 1997, -84.000000, 168.000000
163.19999999999999, 1997, -84.000000, 168.000000
205.7, 1997, -84.000000, 168.000000
206.4, 1997, -84.000000, 168.000000
394.7, 1997, -84.000000, 168.000000
348.9, 1997, -84.000000, 168.000000
143.69999999999999, 1997, -84.000000, 168.000000
340.3, 1997, -84.000000, 168.000000
375.5, 1997, -84.000000, 168.000000
910.9, 1997, -84.000000, 168.000000
824.7, 1997, -84.000000, 168.000000
413.8, 1997, -84.000000, 168.000000
349.5, 1997, -84.000000, 168.000000
434.8, 1997, -84.000000, 168.000000
367.2, 1997, -84.000000, 168.000000
677.2, 1997, -84.000000, 168.000000
244.9, 1997, -84.000000, 168.000000
182.2, 1997, -84.000000, 168.000000
213.8, 1997, -84.000000, 168.000000
266.7, 1997, -84.000000, 168.000000
322.39999999999998, 1997, -84.000000, 168.000000
314.10000000000002, 1997, -84.000000, 168.000000
272.10000000000002, 1997, -84.000000, 168.000000
214.8, 1997, -84.000000, 168.000000
153.5, 1997, -84.000000, 168.000000
122.1, 1997, -84.000000, 168.000000
122.5, 1997, -84.000000, 168.000000
130.80000000000001, 1997, -84.000000, 168.000000
183.7, 1997, -84.000000, 168.000000
128.9, 1997, -84.000000, 168.000000
143.1, 1997, -84.000000, 168.000000
191.7, 1997, -84.000000, 168.000000
141.30000000000001, 1997, -84.000000, 168.000000
139.5, 1997, -84.000000, 168.000000
75.099999999999994, 1997, -84.000000, 168.000000
179.1, 1997, -84.000000, 168.000000
32.700000000000003, 1997, -84.000000, 168.000000
36.700000000000003, 1997, -84.000000, 168.000000
191.8, 1997, -84.000000, 168.000000
143, 1997, -84.000000, 168.000000
99.4, 1997, -84.000000, 168.000000
60.8, 1997, -84.000000, 168.000000
27.6, 1997, -84.000000, 168.000000
93.5, 1997, -84.000000, 168.000000
32, 1997, -84.000000, 168.000000
19.8, 1997, -84.000000, 168.000000
57.9, 1997, -84.000000, 168.000000
34.700000000000003, 1997, -84.000000, 168.000000
17.399999999999999, 1997, -84.000000, 168.000000
66.5, 1997, -84.000000, 168.000000
94.2, 1997, -84.000000, 168.000000
123.7, 1997, -84.000000, 168.000000
25, 1997, -84.000000, 168.000000
37.9, 1997, -84.000000, 168.000000
14.4, 1997, -84.000000, 168.000000
33.5, 1997, -84.000000, 168.000000
91.2, 1997, -84.000000, 168.000000
5, 1997, -84.000000, 168.000000
20, 1997, -84.000000, 168.000000
82.4, 1997, -84.000000, 168.000000
59.9, 1997, -84.000000, 168.000000
73.400000000000006, 1997, -84.000000, 168.000000
39, 1997, -84.000000, 168.000000
14.9, 1997, -84.000000, 168.000000
37.6, 1997, -84.000000, 168.000000
62.5, 1997, -84.000000, 168.000000
83.9, 1997, -84.000000, 168.000000
108.5, 1997, -84.000000, 168.000000
37.200000000000003, 1997, -84.000000, 168.000000
63.3, 1997, -84.000000, 168.000000
29.2, 1997, -84.000000, 168.000000
86.3, 1997, -84.000000, 168.000000
22.6, 1997, -84.000000, 168.000000
20.8, 1997, -84.000000, 168.000000
8.6, 1997, -84.000000, 168.000000
7.3, 1997, -84.000000, 168.000000
19.8, 1997, -84.000000, 168.000000
11, 1997, -84.000000, 168.000000
30.8, 1997, -84.000000, 168.000000
3.9, 1997, -84.000000, 168.000000
25.5, 1997, -84.000000, 168.000000
16.3, 1997, -84.000000, 168.000000
16.3, 1997, -84.000000, 168.000000
22.2, 1997, -84.000000, 168.000000
4.5, 1997, -84.000000, 168.000000
52.4, 1997, -84.000000, 168.000000
7.6, 1997, -84.000000, 168.000000
15.5, 1997, -84.000000, 168.000000
21, 1997, -84.000000, 168.000000
7.1, 1997, -84.000000, 168.000000
1.7, 1997, -84.000000, 168.000000
1.7, 1997, -84.000000, 168.000000
70.900000000000006, 1997, -84.000000, 168.000000
2.4, 1997, -84.000000, 168.000000
34.4, 1997, -84.000000, 168.000000
22.6, 1997, -84.000000, 168.000000
6.6, 1997, -84.000000, 168.000000
6.6, 1997, -84.000000, 168.000000
0.5, 1997, -84.000000, 168.000000
1, 1997, -84.000000, 168.000000
0.1, 1997, -84.000000, 168.000000
4.6, 1997, -84.000000, 168.000000
20.5, 1997, -84.000000, 168.000000
21.3, 1997, -84.000000, 168.000000
56.8, 1997, -84.000000, 168.000000
37.4, 1997, -84.000000, 168.000000
11.4, 1997, -84.000000, 168.000000
3.3, 1997, -84.000000, 168.000000
26.6, 1997, -84.000000, 168.000000
64, 1997, -84.000000, 168.000000
69.599999999999994, 1997, -84.000000, 168.000000
58.1, 1997, -84.000000, 168.000000
41.5, 1997, -84.000000, 168.000000
19, 1997, -84.000000, 168.000000
4.3, 1997, -84.000000, 168.000000
4.6, 1997, -84.000000, 168.000000
2.1, 1997, -84.000000, 168.000000
8, 1997, -84.000000, 168.000000
3.3, 1997, -84.000000, 168.000000
8.699999999999999, 1997, -84.000000, 168.000000
37.1, 1997, -84.000000, 168.000000
27.3, 1997, -84.000000, 168.000000
6.8, 1997, -84.000000, 168.000000
8.9, 1997, -84.000000, 168.000000
17.8, 1997, -84.000000, 168.000000
17.8, 1997, -84.000000, 168.000000
4.7, 1997, -84.000000, 168.000000
2.5, 1997, -84.000000, 168.000000
76, 1997, -84.000000, 168.000000
68.900000000000006, 1997, -84.000000, 168.000000
479.6, 1997, -84.000000, 168.000000
17.399999999999999, 1997, -84.000000, 168.000000
99.1, 1997, -84.000000, 168.000000
313.60000000000002, 1997, -84.000000, 168.000000
3.7, 1997, -84.000000, 168.000000
8.1, 1997, -84.000000, 168.000000
16.899999999999999, 1997, -84.000000, 168.000000
98.9, 1997, -84.000000, 168.000000
18, 1997, -84.000000, 168.000000
15.5, 1997, -84.000000, 168.000000
5.7, 1997, -84.000000, 168.000000
2.7, 1997, -84.000000, 168.000000
55.2, 1997, -84.000000, 168.000000
12.4, 1997, -84.000000, 168.000000
8.199999999999999, 1997, -84.000000, 168.000000
28.1, 1997, -84.000000, 168.000000
3.5, 1997, -84.000000, 168.000000
18.2, 1997, -84.000000, 168.000000
20.399999999999999, 1997, -84.000000, 168.000000
12, 1997, -84.000000, 168.000000
13.7, 1997, -84.000000, 168.000000
8.699999999999999, 1997, -84.000000, 168.000000
25.1, 1997, -84.000000, 168.000000
24.5, 1997, -84.000000, 168.000000
3.7, 1997, -84.000000, 168.000000
22.9, 1997, -84.000000, 168.000000
14.3, 1997, -84.000000, 168.000000
3.2, 1997, -84.000000, 168.000000
51, 1997, -84.000000, 168.000000
27.2, 1997, -84.000000, 168.000000
34.5, 1997, -84.000000, 168.000000
27.6, 1997, -84.000000, 168.000000
12.6, 1997, -84.000000, 168.000000
2.2, 1997, -84.000000, 168.000000
1.5, 1997, -84.000000, 168.000000
18.2, 1997, -84.000000, 168.000000
4.6, 1997, -84.000000, 168.000000
10, 1997, -84.000000, 168.000000
7.6, 1997, -84.000000, 168.000000
16.5, 1997, -84.000000, 168.000000
13.6, 1997, -84.000000, 168.000000
20.8, 1997, -84.000000, 168.000000
24.3, 1997, -84.000000, 168.000000
20.9, 1997, -84.000000, 168.000000
14.1, 1997, -84.000000, 168.000000
32.9, 1997, -84.000000, 168.000000
31.5, 1997, -84.000000, 168.000000
5.9, 1997, -84.000000, 168.000000
5.2, 1997, -84.000000, 168.000000
18.5, 1997, -84.000000, 168.000000
29.1, 1997, -84.000000, 168.000000
29.1, 1997, -84.000000, 168.000000
0.8, 1997, -84.000000, 168.000000
1.6, 1997, -84.000000, 168.000000
1.6, 1997, -84.000000, 168.000000
7.5, 1997, -84.000000, 168.000000
9.1, 1997, -84.000000, 168.000000
27.2, 1997, -84.000000, 168.000000
6.2, 1997, -84.000000, 168.000000
4.8, 1997, -84.000000, 168.000000
45.2, 1997, -84.000000, 168.000000
45.2, 1997, -84.000000, 168.000000
32.299999999999997, 1997, -84.000000, 168.000000
1.4, 1997, -84.000000, 168.000000
4.8, 1997, -84.000000, 168.000000
8.699999999999999, 1997, -84.000000, 168.000000
11.9, 1997, -84.000000, 168.000000
7.3, 1997, -84.000000, 168.000000
5.6, 1997, -84.000000, 168.000000
2.4, 1997, -84.000000, 168.000000
24.8, 1997, -84.000000, 168.000000
15.2, 1997, -84.000000, 168.000000
11.8, 1997, -84.000000, 168.000000
43.5, 1997, -84.000000, 168.000000
44.6, 1997, -84.000000, 168.000000
70.2, 1997, -84.000000, 168.000000
58.8, 1997, -84.000000, 168.000000
29.8, 1997, -84.000000, 168.000000
2.8, 1997, -84.000000, 168.000000
41.4, 1997, -84.000000, 168.000000
53.8, 1997, -84.000000, 168.000000
13.7, 1997, -84.000000, 168.000000
232.5, 1997, -84.000000, 168.000000
89.8, 1997, -84.000000, 168.000000
109.7, 1997, -84.000000, 168.000000
83.9, 1997, -84.000000, 168.000000
134.9, 1997, -84.000000, 168.000000
37.799999999999997, 1997, -84.000000, 168.000000
72.7, 1997, -84.000000, 168.000000
2.4, 1997, -84.000000, 168.000000
5.5, 1997, -84.000000, 168.000000
3.3, 1997, -84.000000, 168.000000
59.2, 1997, -84.000000, 168.000000
7.1, 1997, -84.000000, 168.000000
3.9, 1997, -84.000000, 168.000000
36.799999999999997, 1997, -84.000000, 168.000000
4.6, 1997, -84.000000, 168.000000
4.6, 1997, -84.000000, 168.000000
4, 1997, -84.000000, 168.000000
20.7, 1997, -84.000000, 168.000000
1.2, 1997, -84.000000, 168.000000
3.3, 1997, -84.000000, 168.000000
20.6, 1997, -84.000000, 168.000000
20.6, 1997, -84.000000, 168.000000
30.4, 1997, -84.000000, 168.000000
17.2, 1997, -84.000000, 168.000000
14.1, 1997, -84.000000, 168.000000
14.6, 1997, -84.000000, 168.000000
17, 1997, -84.000000, 168.000000
38, 1997, -84.000000, 168.000000
38.200000000000003, 1997, -84.000000, 168.000000
17.600000000000001, 1997, -84.000000, 168.000000
85, 1997, -84.000000, 168.000000
53.6, 1997, -84.000000, 168.000000
4.8, 1997, -84.000000, 168.000000
57.9, 1997, -84.000000, 168.000000
8.1, 1997, -84.000000, 168.000000
10.9, 1997, -84.000000, 168.000000
9.6, 1997, -84.000000, 168.000000
9.9, 1997, -84.000000, 168.000000
18.600000000000001, 1997, -84.000000, 168.000000
8.1, 1997, -84.000000, 168.000000
4.8, 1997, -84.000000, 168.000000
10, 1997, -84.000000, 168.000000
8.9, 1997, -84.000000, 168.000000
4.6, 1997, -84.000000, 168.000000
11, 1997, -84.000000, 168.000000
14.3, 1997, -84.000000, 168.000000
34.9, 1997, -84.000000, 168.000000
9.800000000000001, 1997, -84.000000, 168.000000
1.5, 1997, -84.000000, 168.000000
5, 1997, -84.000000, 168.000000
11.2, 1997, -84.000000, 168.000000
47.6, 1997, -84.000000, 168.000000
86.3, 1997, -84.000000, 168.000000
39.299999999999997, 1997, -84.000000, 168.000000
3, 1997, -84.000000, 168.000000
17.2, 1997, -84.000000, 168.000000
9.5, 1997, -84.000000, 168.000000
1.1, 1997, -84.000000, 168.000000
32.299999999999997, 1997, -84.000000, 168.000000
1.2, 1997, -84.000000, 168.000000
12, 1997, -84.000000, 168.000000
2.3, 1997, -84.000000, 168.000000
26.9, 1997, -84.000000, 168.000000
46.9, 1997, -84.000000, 168.000000
9.6, 1997, -84.000000, 168.000000
7, 1997, -84.000000, 168.000000
7, 1997, -84.000000, 168.000000
50.7, 1997, -84.000000, 168.000000
26, 1997, -84.000000, 168.000000
43.6, 1997, -84.000000, 168.000000
8.4, 1997, -84.000000, 168.000000
8.4, 1997, -84.000000, 168.000000
8.9, 1997, -84.000000, 168.000000
31.9, 1997, -84.000000, 168.000000
3.6, 1997, -84.000000, 168.000000
3.6, 1997, -84.000000, 168.000000
0.4, 1997, -84.000000, 168.000000
139.9, 1997, -84.000000, 168.000000
6.6, 1997, -84.000000, 168.000000
2.8, 1997, -84.000000, 168.000000
2.8, 1997, -84.000000, 168.000000
23.2, 1997, -84.000000, 168.000000
47.2, 1997, -84.000000, 168.000000
31.2, 1997, -84.000000, 168.000000
23.4, 1997, -84.000000, 168.000000
37.4, 1997, -84.000000, 168.000000
15.5, 1997, -84.000000, 168.000000
28.4, 1997, -84.000000, 168.000000
19.399999999999999, 1997, -84.000000, 168.000000
36.9, 1997, -84.000000, 168.000000
21.5, 1997, -84.000000, 168.000000
4.9, 1997, -84.000000, 168.000000
1.8, 1997, -84.000000, 168.000000
13.9, 1997, -84.000000, 168.000000
2.8, 1997, -84.000000, 168.000000
15.6, 1997, -84.000000, 168.000000
61, 1997, -84.000000, 168.000000
9.300000000000001, 1997, -84.000000, 168.000000
22, 1997, -84.000000, 168.000000
32.700000000000003, 1997, -84.000000, 168.000000
27.3, 1997, -84.000000, 168.000000
10.199999999999999, 1997, -84.000000, 168.000000
23.1, 1997, -84.000000, 168.000000
1.8, 1997, -84.000000, 168.000000
37.200000000000003, 1997, -84.000000, 168.000000
23.9, 1997, -84.000000, 168.000000
20.9, 1997, -84.000000, 168.000000
58.2, 1997, -84.000000, 168.000000
23, 1997, -84.000000, 168.000000
100.4, 1997, -84.000000, 168.000000
51.9, 1997, -84.000000, 168.000000
129.80000000000001, 1997, -84.000000, 168.000000
14.1, 1997, -84.000000, 168.000000
104, 1997, -84.000000, 168.000000
3.6, 1997, -84.000000, 168.000000
14.9, 1997, -84.000000, 168.000000
2.2, 1997, -84.000000, 168.000000
2.4, 1997, -84.000000, 168.000000
2.5, 1997, -84.000000, 168.000000
4.3, 1997, -84.000000, 168.000000
1.8, 1997, -84.000000, 168.000000
24.7, 1997, -84.000000, 168.000000
4.7, 1997, -84.000000, 168.000000
4.7, 1997, -84.000000, 168.000000
18.8, 1997, -84.000000, 168.000000
18.8, 1997, -84.000000, 168.000000
29.5, 1997, -84.000000, 168.000000
3.8, 1997, -84.000000, 168.000000
13.4, 1997, -84.000000, 168.000000
5.8, 1997, -84.000000, 168.000000
5.8, 1997, -84.000000, 168.000000
7.4, 1997, -84.000000, 168.000000
25.3, 1997, -84.000000, 168.000000
4.2, 1997, -84.000000, 168.000000
20.100000000000001, 1997, -84.000000, 168.000000
2, 1997, -84.000000, 168.000000
7.5, 1997, -84.000000, 168.000000
23.4, 1997, -84.000000, 168.000000
7.6, 1997, -84.000000, 168.000000
7.8, 1997, -84.000000, 168.000000
2, 1997, -84.000000, 168.000000
12.1, 1997, -84.000000, 168.000000
96.4, 1997, -84.000000, 168.000000
96.4, 1997, -84.000000, 168.000000
20.100000000000001, 1997, -84.000000, 168.000000
46.9, 1997, -84.000000, 168.000000
43.3, 1997, -84.000000, 168.000000
12.2, 1997, -84.000000, 168.000000
5.8, 1997, -84.000000, 168.000000
6.3, 1997, -84.000000, 168.000000
70.400000000000006, 1997, -84.000000, 168.000000
27.8, 1997, -84.000000, 168.000000
36.700000000000003, 1997, -84.000000, 168.000000
36.5, 1997, -84.000000, 168.000000
11.5, 1997, -84.000000, 168.000000
43.5, 1997, -84.000000, 168.000000
9.699999999999999, 1997, -84.000000, 168.000000
1.9, 1997, -84.000000, 168.000000
16.7, 1997, -84.000000, 168.000000
23, 1997, -84.000000, 168.000000
7.5, 1997, -84.000000, 168.000000
9.699999999999999, 1997, -84.000000, 168.000000
21.7, 1997, -84.000000, 168.000000
177, 1997, -84.000000, 168.000000
76.2, 1997, -84.000000, 168.000000
31.9, 1997, -84.000000, 168.000000
40.799999999999997, 1997, -84.000000, 168.000000
130.19999999999999, 1997, -84.000000, 168.000000
98, 1997, -84.000000, 168.000000
50.7, 1997, -84.000000, 168.000000
24.8, 1997, -84.000000, 168.000000
71.2, 1997, -84.000000, 168.000000
47.5, 1997, -84.000000, 168.000000
9.1, 1997, -84.000000, 168.000000
25, 1997, -84.000000, 168.000000
20.100000000000001, 1997, -84.000000, 168.000000
15, 1997, -84.000000, 168.000000
11.6, 1997, -84.000000, 168.000000
4.7, 1997, -84.000000, 168.000000
8.9, 1997, -84.000000, 168.000000
8.9, 1997, -84.000000, 168.000000
14.1, 1997, -84.000000, 168.000000
16.5, 1997, -84.000000, 168.000000
73.3, 1997, -84.000000, 168.000000
28.4, 1997, -84.000000, 168.000000
12.8, 1997, -84.000000, 168.000000
85.6, 1997, -84.000000, 168.000000
8.1, 1997, -84.000000, 168.000000
13.8, 1997, -84.000000, 168.000000
3.2, 1997, -84.000000, 168.000000
1.3, 1997, -84.000000, 168.000000
1.3, 1997, -84.000000, 168.000000
1, 1997, -84.000000, 168.000000
5.4, 1997, -84.000000, 168.000000
4.2, 1997, -84.000000, 168.000000
4.2, 1997, -84.000000, 168.000000
1.7, 1997, -84.000000, 168.000000
1.3, 1997, -84.000000, 168.000000
2.7, 1997, -84.000000, 168.000000
31.9, 1997, -84.000000, 168.000000
2.8, 1997, -84.000000, 168.000000
2.8, 1997, -84.000000, 168.000000
3.1, 1997, -84.000000, 168.000000
28.6, 1997, -84.000000, 168.000000
12.5, 1997, -84.000000, 168.000000
21.5, 1997, -84.000000, 168.000000
54.3, 1997, -84.000000, 168.000000
3.5, 1997, -84.000000, 168.000000
6.6, 1997, -84.000000, 168.000000
64.900000000000006, 1997, -84.000000, 168.000000
21.5, 1997, -84.000000, 168.000000
25.3, 1997, -84.000000, 168.000000
7.3, 1997, -84.000000, 168.000000
38.799999999999997, 1997, -84.000000, 168.000000
54.5, 1997, -84.000000, 168.000000
16.8, 1997, -84.000000, 168.000000
75.8, 1997, -84.000000, 168.000000
41.1, 1997, -84.000000, 168.000000
31.2, 1997, -84.000000, 168.000000
34.4, 1997, -84.000000, 168.000000
42.3, 1997, -84.000000, 168.000000
43, 1997, -84.000000, 168.000000
116.3, 1997, -84.000000, 168.000000
20, 1997, -84.000000, 168.000000
20.5, 1997, -84.000000, 168.000000
16, 1997, -84.000000, 168.000000
18, 1997, -84.000000, 168.000000
29.6, 1997, -84.000000, 168.000000
2.4, 1997, -84.000000, 168.000000
25.6, 1997, -84.000000, 168.000000
5.5, 1997, -84.000000, 168.000000
5.5, 1997, -84.000000, 168.000000
3, 1997, -84.000000, 168.000000
12.2, 1997, -84.000000, 168.000000
12.3, 1997, -84.000000, 168.000000
8.699999999999999, 1997, -84.000000, 168.000000
4.7, 1997, -84.000000, 168.000000
1.3, 1997, -84.000000, 168.000000
23.2, 1997, -84.000000, 168.000000
29, 1997, -84.000000, 168.000000
10.6, 1997, -84.000000, 168.000000
15.2, 1997, -84.000000, 168.000000
7.9, 1997, -84.000000, 168.000000
37.1, 1997, -84.000000, 168.000000
36.299999999999997, 1997, -84.000000, 168.000000
28.9, 1997, -84.000000, 168.000000
42.1, 1997, -84.000000, 168.000000
39.9, 1997, -84.000000, 168.000000
69.7, 1997, -84.000000, 168.000000
101.6, 1997, -84.000000, 168.000000
128.69999999999999, 1997, -84.000000, 168.000000
106.2, 1997, -84.000000, 168.000000
37.299999999999997, 1997, -84.000000, 168.000000
14.7, 1997, -84.000000, 168.000000
1.9, 1997, -84.000000, 168.000000
3, 1997, -84.000000, 168.000000
2.6, 1997, -84.000000, 168.000000
5.1, 1997, -84.000000, 168.000000
87.3, 1997, -84.000000, 168.000000
60.2, 1997, -84.000000, 168.000000
42.2, 1997, -84.000000, 168.000000
32.6, 1997, -84.000000, 168.000000
76, 1997, -84.000000, 168.000000
35.799999999999997, 1997, -84.000000, 168.000000
20.5, 1997, -84.000000, 168.000000
22.6, 1997, -84.000000, 168.000000
17.399999999999999, 1997, -84.000000, 168.000000
10.9, 1997, -84.000000, 168.000000
11.8, 1997, -84.000000, 168.000000
24.7, 1997, -84.000000, 168.000000
7.3, 1997, -84.000000, 168.000000
8.199999999999999, 1997, -84.000000, 168.000000
9.800000000000001, 1997, -84.000000, 168.000000
13.5, 1997, -84.000000, 168.000000
3.8, 1997, -84.000000, 168.000000
1.6, 1997, -84.000000, 168.000000
1.5, 1997, -84.000000, 168.000000
2.4, 1997, -84.000000, 168.000000
6.4, 1997, -84.000000, 168.000000
16.3, 1997, -84.000000, 168.000000
12.3, 1997, -84.000000, 168.000000
3, 1997, -84.000000, 168.000000
2.3, 1997, -84.000000, 168.000000
13.9, 1997, -84.000000, 168.000000
30.9, 1997, -84.000000, 168.000000
7.2, 1997, -84.000000, 168.000000
8.4, 1997, -84.000000, 168.000000
23.7, 1997, -84.000000, 168.000000
52.7, 1997, -84.000000, 168.000000
27.3, 1997, -84.000000, 168.000000
17.100000000000001, 1997, -84.000000, 168.000000
4.9, 1997, -84.000000, 168.000000
7.4, 1997, -84.000000, 168.000000
7.2, 1997, -84.000000, 168.000000
33.700000000000003, 1997, -84.000000, 168.000000
74.400000000000006, 1997, -84.000000, 168.000000
83.5, 1997, -84.000000, 168.000000
83.5, 1997, -84.000000, 168.000000
10.1, 1997, -84.000000, 168.000000
9.4, 1997, -84.000000, 168.000000
27.7, 1997, -84.000000, 168.000000
27.7, 1997, -84.000000, 168.000000
0.5, 1997, -84.000000, 168.000000
1.2, 1997, -84.000000, 168.000000
4.2, 1997, -84.000000, 168.000000
22.2, 1997, -84.000000, 168.000000
2.8, 1997, -84.000000, 168.000000
1.3, 1997, -84.000000, 168.000000
101.8, 1997, -84.000000, 168.000000
101.8, 1997, -84.000000, 168.000000
8.9, 1997, -84.000000, 168.000000
8.4, 1997, -84.000000, 168.000000
3.6, 1997, -84.000000, 168.000000
34.5, 1997, -84.000000, 168.000000
2.4, 1997, -84.000000, 168.000000
1.2, 1997, -84.000000, 168.000000
1.1, 1997, -84.000000, 168.000000
1.1, 1997, -84.000000, 168.000000
2.9, 1997, -84.000000, 168.000000
48.3, 1997, -84.000000, 168.000000
1.2, 1997, -84.000000, 168.000000
4.8, 1997, -84.000000, 168.000000
15.5, 1997, -84.000000, 168.000000
1.6, 1997, -84.000000, 168.000000
2.6, 1997, -84.000000, 168.000000
5.1, 1997, -84.000000, 168.000000
1.7, 1997, -84.000000, 168.000000
1.7, 1997, -84.000000, 168.000000
2.4, 1997, -84.000000, 168.000000
2.4, 1997, -84.000000, 168.000000
0.8, 1997, -84.000000, 168.000000
4.1, 1997, -84.000000, 168.000000
42.5, 1997, -84.000000, 168.000000
29, 1997, -84.000000, 168.000000
1.2, 1997, -84.000000, 168.000000
1.2, 1997, -84.000000, 168.000000
3.3, 1997, -84.000000, 168.000000
6.7, 1997, -84.000000, 168.000000
2.2, 1997, -84.000000, 168.000000
41.4, 1997, -84.000000, 168.000000
38.5, 1997, -84.000000, 168.000000
26.5, 1997, -84.000000, 168.000000
80.5, 1997, -84.000000, 168.000000
130, 1997, -84.000000, 168.000000
33.299999999999997, 1997, -84.000000, 168.000000
25.2, 1997, -84.000000, 168.000000
15.3, 1997, -84.000000, 168.000000
22.5, 1997, -84.000000, 168.000000
2.9, 1997, -84.000000, 168.000000
2.2, 1997, -84.000000, 168.000000
5.2, 1997, -84.000000, 168.000000
9.300000000000001, 1997, -84.000000, 168.000000
2.2, 1997, -84.000000, 168.000000
2.1, 1997, -84.000000, 168.000000
1.5, 1997, -84.000000, 168.000000
16.3, 1997, -84.000000, 168.000000
4.6, 1997, -84.000000, 168.000000
1.1, 1997, -84.000000, 168.000000
2.1, 1997, -84.000000, 168.000000
3.6, 1997, -84.000000, 168.000000
12.3, 1997, -84.000000, 168.000000
1.2, 1997, -84.000000, 168.000000
9.1, 1997, -84.000000, 168.000000
3.1, 1997, -84.000000, 168.000000
3.5, 1997, -84.000000, 168.000000
3.5, 1997, -84.000000, 168.000000
2, 1997, -84.000000, 168.000000
8.6, 1997, -84.000000, 168.000000
50.4, 1997, -84.000000, 168.000000
29.2, 1997, -84.000000, 168.000000
28.6, 1997, -84.000000, 168.000000
78.8, 1997, -84.000000, 168.000000
37.6, 1997, -84.000000, 168.000000
